"PropertyNamespacePrefix","PropertyName","QualifiedProperty","IsElement","IsAbstract","Keywords","ExampleContent","UsageInfo","Definition","TypeNamespacePrefix","TypeName","QualifiedType","SubstitutionGroupPropertyNamespacePrefix","SubstitutionGroupPropertyName","SubstitutionGroupQualifiedProperty"
"mo","UnitShortName","mo:UnitShortName",1,0,"","","","A name used to create derived names and for display with military symbols.","mo","UnitShortNameType","mo:UnitShortNameType",,,
"mo","UnitStatusQualifierAbstract","mo:UnitStatusQualifierAbstract",1,1,"","","","A data concept that qualifies the status of a unit.",,,,,,
"mo","UnitStatusQualifierCode","mo:UnitStatusQualifierCode",1,0,"","","","A designator that qualifies the status of a unit.","mo","UnitStatusQualifierCodeType","mo:UnitStatusQualifierCodeType","mo","UnitStatusQualifierAbstract","mo:UnitStatusQualifierAbstract"
"mo","UnitTypeCodeText","mo:UnitTypeCodeText",1,0,"","","","A Joint Chiefs of Staff developed and assigned code, consisting of five characters that uniquely identify a ""type unit.""","mo","UnitTypeCodeTextType","mo:UnitTypeCodeTextType",,,
"mo","UnixGroupID","mo:UnixGroupID",1,0,"","","","A Unix group identifier string.","mo","UnsignedIntegerListType","mo:UnsignedIntegerListType",,,
"mo","UnixUserAccountAugmentationPoint","mo:UnixUserAccountAugmentationPoint",1,1,"","","","An augmentation point for type mo:UnixUserAccountType",,,,,,
"mo","UnixUserID","mo:UnixUserID",1,0,"","","","A Unix identifier.","mo","UnsignedIntegerListType","mo:UnsignedIntegerListType",,,
"mo","UnixUserLoginShellText","mo:UnixUserLoginShellText",1,0,"","","","A name of the default login shell used by the Unix user account.","nc","TextType","nc:TextType",,,
"mo","UserAccountREGEXMatchPatternText","mo:UserAccountREGEXMatchPatternText",1,0,"","","","A regular expression pattern matching string for matching a service version.","niem-xs","string","niem-xs:string",,,
"mo","ValidityAugmentationPoint","mo:ValidityAugmentationPoint",1,1,"","","","An augmentation point for type mo:ValidityType",,,,,,
"mo","ValidityNotAfterTime","mo:ValidityNotAfterTime",1,0,"","","","A date on which the certificate validity period ends.","niem-xs","dateTime","niem-xs:dateTime",,,
"mo","ValidityNotBeforeTime","mo:ValidityNotBeforeTime",1,0,"","","","A date on which the certificate validity period begins.","niem-xs","dateTime","niem-xs:dateTime",,,
"mo","ValueSettingData","mo:ValueSettingData",1,0,"","","","A setting that is specified by a value or measure.","mo","ValueSettingDataType","mo:ValueSettingDataType","mo","SettingDataRepresentation","mo:SettingDataRepresentation"
"mo","ValueSettingDataAugmentationPoint","mo:ValueSettingDataAugmentationPoint",1,1,"","","","An augmentation point for type mo:ValueSettingDataType",,,,,,
"mo","VersionEndExcludingText","mo:VersionEndExcludingText",1,0,"","","","An end of a version range exclusive.","niem-xs","string","niem-xs:string",,,
"mo","VersionEndIncludingText","mo:VersionEndIncludingText",1,0,"","","","An end of a version range inclusive.","niem-xs","string","niem-xs:string",,,
"mo","VersionStartExcludingText","mo:VersionStartExcludingText",1,0,"","","","A start of a version range exclusive.","niem-xs","string","niem-xs:string",,,
"mo","VersionStartIncludingText","mo:VersionStartIncludingText",1,0,"","","","A start of a version range inclusive.","niem-xs","string","niem-xs:string",,,
"mo","VerticalAngularMeasure","mo:VerticalAngularMeasure",1,0,"","","","A measure of an angle in the vertical plane.","mo","VerticalAngularMeasureType","mo:VerticalAngularMeasureType",,,
"mo","VerticalAngularMeasureAugmentationPoint","mo:VerticalAngularMeasureAugmentationPoint",1,1,"","","","An augmentation point for type mo:VerticalAngularMeasureType",,,,,,
"mo","VLANID","mo:VLANID",1,0,"","","","An identifier of a virtual local area network.","niem-xs","string","niem-xs:string",,,
"mo","VLANName","mo:VLANName",1,0,"","","","A name of a virtual local area network.","niem-xs","string","niem-xs:string",,,
"mo","VulnerabilityExploitedID","mo:VulnerabilityExploitedID",1,0,"","","","A Common Vulnerabilities and Exposures identifier (CVE ID) of a vulnerability to be exploited.","mo","CVEIDType","mo:CVEIDType",,,
"mo","VulnerableIndicator","mo:VulnerableIndicator",1,0,"","","","True if the CPE matched value is vulnerable; false if the CPE matched value is not vulnerable.","niem-xs","boolean","niem-xs:boolean",,,
"mo","Waypoint","mo:Waypoint",1,0,"","","","A point or a series of points to which a moving object may be vectored.","mo","WaypointType","mo:WaypointType",,,
"mo","WaypointAugmentationPoint","mo:WaypointAugmentationPoint",1,1,"","","","An augmentation point for type mo:WaypointType",,,,,,
"mo","WaypointName","mo:WaypointName",1,0,"","","","A name of a waypoint.","niem-xs","string","niem-xs:string",,,
"mo","WaypointPoint","mo:WaypointPoint",1,0,"","","","A point to which a moving object may be vectored.","geo","PointType","geo:PointType",,,
"mo","WCMMetadata","mo:WCMMetadata",1,0,"","","","Information that further qualifies Weapon Characterization Model (WCM) data; data about data.","nc","MetadataType","nc:MetadataType",,,
"mo","WeaponActionConsequence","mo:WeaponActionConsequence",1,0,"","","","A description of a malware action.","mo","AttackConsequenceType","mo:AttackConsequenceType",,,
"mo","WeaponBundleName","mo:WeaponBundleName",1,0,"","","","A name of a weapon or capability bundle.","nc","TextType","nc:TextType",,,
"mo","WeaponCategoryCode","mo:WeaponCategoryCode",1,0,"","","","A code indicating the weapon category.","mo","MalwareLabelCodeType","mo:MalwareLabelCodeType",,,
"mo","WeaponCommunityID","mo:WeaponCommunityID",1,0,"","","","An identifier that is generally accepted by the community to denote a specific weapon.","niem-xs","string","niem-xs:string",,,
"mo","WeaponConfigurationID","mo:WeaponConfigurationID",1,0,"","","","An identifier used to denote a specific weapon configuration.","niem-xs","string","niem-xs:string",,,
"mo","WeaponConfigurationName","mo:WeaponConfigurationName",1,0,"","","","A name of a weapon or capability configuration.","nc","TextType","nc:TextType",,,
"mo","WeaponContactInformation","mo:WeaponContactInformation",1,0,"","","","A point of contact for the weapon development.","mo","ContactInformationType","mo:ContactInformationType",,,
"mo","WeaponDeliveryVectorCode","mo:WeaponDeliveryVectorCode",1,0,"","","","A code describing the vector used to deliver a cyber weapon.","mo","WeaponDeliveryVectorCodeType","mo:WeaponDeliveryVectorCodeType",,,
"mo","WeaponDependentComponent","mo:WeaponDependentComponent",1,0,"","","","A specific component/s required for the cyberspace weapon to function that is required in addition to the targeted component.","mo","CPEMatchConditionalSetType","mo:CPEMatchConditionalSetType",,,
"mo","WeaponDeploymentMethodCode","mo:WeaponDeploymentMethodCode",1,0,"","","","A code describing the medium for deploying a cyber weapon.","mo","WeaponDeploymentMethodCodeType","mo:WeaponDeploymentMethodCodeType",,,
"mo","WeaponDiscoveryChanceEstimateCode","mo:WeaponDiscoveryChanceEstimateCode",1,0,"","","","A code indicating the estimate of the chance of weapon detection as a function of the relative “noise” the weapon generates.","mo","WeaponDiscoveryChanceEstimateCodeType","mo:WeaponDiscoveryChanceEstimateCodeType",,,
"mo","WeaponFile","mo:WeaponFile",1,0,"","","","A specific file used by the weapon. Includes a hash of the file version.","nc","BinaryType","nc:BinaryType",,,
"mo","WeaponLastUpdateDate","mo:WeaponLastUpdateDate",1,0,"","","","A date for the last time the weapon was updated.","nc","DateType","nc:DateType",,,
"mo","WeaponMeasuresOfEffectivenessDescriptionText","mo:WeaponMeasuresOfEffectivenessDescriptionText",1,0,"","","","A description of the identified measures of effectiveness of the weapon, in order to verify weapon functionality.","nc","TextType","nc:TextType",,,
"mo","WeaponName","mo:WeaponName",1,0,"","","","A name of a weapon or capability.","nc","TextType","nc:TextType",,,
"mo","WeaponOriginalEntryDate","mo:WeaponOriginalEntryDate",1,0,"","","","A date the weapon was originally created.","nc","DateType","nc:DateType",,,
"mo","WeaponSettingAbstract","mo:WeaponSettingAbstract",1,1,"","","","A data concept for representation of specific settings for the weapon.",,,,,,
"mo","WeaponSettingMAECEncodedJSONText","mo:WeaponSettingMAECEncodedJSONText",1,0,"","","","An weapon settings string encoded as an Malware Attribute Enumeration and Characterization (MAEC)-schema compliant JavaScript Object Notation (JSON) string.","nc","TextType","nc:TextType","mo","WeaponSettingAbstract","mo:WeaponSettingAbstract"
"mo","WeaponSettingText","mo:WeaponSettingText",1,0,"","","","A text version of specific settings for the weapon.","nc","TextType","nc:TextType","mo","WeaponSettingAbstract","mo:WeaponSettingAbstract"
"mo","WeaponTargetedComponent","mo:WeaponTargetedComponent",1,0,"","","","A specific component/s (software, hardware, OS) which are vulnerable to the weapon. This could include multiple versions or range of versions of a product or multiple versions of multiple products.","mo","CPEMatchConditionalSetType","mo:CPEMatchConditionalSetType",,,
"mo","WeaponTestConfiguration","mo:WeaponTestConfiguration",1,0,"","","","A weapon test configuration.","mo","WeaponTestConfigurationType","mo:WeaponTestConfigurationType",,,
"mo","WeaponTestConfigurationAugmentationPoint","mo:WeaponTestConfigurationAugmentationPoint",1,1,"","","","An augmentation point for type mo:WeaponTestConfigurationType",,,,,,
"mo","WeaponTestNoResult","mo:WeaponTestNoResult",1,0,"","","","A description of a no result outcome.","mo","WeaponTestNoResultType","mo:WeaponTestNoResultType",,,
"mo","WeaponTestNoResultAugmentationPoint","mo:WeaponTestNoResultAugmentationPoint",1,1,"","","","An augmentation point for type mo:WeaponTestNoResultType",,,,,,
"mo","WeaponUsePrecondition","mo:WeaponUsePrecondition",1,0,"","","","A description of the expected preconditions required to execute usage of a weapon.","mo","WeaponUsePreconditionType","mo:WeaponUsePreconditionType",,,
"mo","WeaponUsePreconditionAugmentationPoint","mo:WeaponUsePreconditionAugmentationPoint",1,1,"","","","An augmentation point for type mo:WeaponUsePreconditionType",,,,,,
"mo","WeaponVersionText","mo:WeaponVersionText",1,0,"","","","A version number or unique identifier of the version of the weapon.","nc","TextType","nc:TextType",,,
"mo","WeibullComputationMethod","mo:WeibullComputationMethod",1,0,"","","","A computational method to use.","mo","WeibullComputationMethodType","mo:WeibullComputationMethodType","mo","UncertaintyComputationMethodAbstract","mo:UncertaintyComputationMethodAbstract"
"mo","WeibullComputationMethodAugmentationPoint","mo:WeibullComputationMethodAugmentationPoint",1,1,"","","","An augmentation point for type mo:WeibullComputationMethodType",,,,,,
"mo","WFNAugmentationPoint","mo:WFNAugmentationPoint",1,1,"","","","An augmentation point for type mo:WFNType",,,,,,
"mo","WFNEditionText","mo:WFNEditionText",1,0,"","","","A Common Platform Environment (CPE) well-formed name text component to capture edition-related terms applied by the vendor to the product.","nc","TextType","nc:TextType",,,
"mo","WFNLanguageText","mo:WFNLanguageText",1,0,"","","","A Common Platform Environment (CPE) well-formed name text component to define the language supported in the user interface of the product being described.","nc","TextType","nc:TextType",,,
"mo","WFNOtherText","mo:WFNOtherText",1,0,"","","","A Common Platform Environment (CPE) well-formed name text component to capture any other general descriptive or identifying information which is vendor- or product-specific and which does not logically fit in any other attribute value.","nc","TextType","nc:TextType",,,
"mo","WFNPartText","mo:WFNPartText",1,0,"","","","A Common Platform Environment (CPE) well-formed name text component to identify a class of applications, a class of operating systems, or a class of hardware devices.","nc","TextType","nc:TextType",,,
"mo","WFNProductText","mo:WFNProductText",1,0,"","","","A Common Platform Environment (CPE) well-formed name text component to describe or identify the most common and recognizable title or name of the product.","nc","TextType","nc:TextType",,,
"mo","WFNSoftwareEditionText","mo:WFNSoftwareEditionText",1,0,"","","","A Common Platform Environment (CPE) well-formed name text component to characterize how the product is tailored to a particular market or class of end users.","nc","TextType","nc:TextType",,,
"mo","WFNTargetHardwareText","mo:WFNTargetHardwareText",1,0,"","","","A Common Platform Environment (CPE) well-formed name text component to characterize the instruction set architecture (e.g., x86) on which the product being described or identified by the WFN operates.","nc","TextType","nc:TextType",,,
"mo","WFNTargetSoftwareText","mo:WFNTargetSoftwareText",1,0,"","","","A Common Platform Environment (CPE) well-formed name text component to characterize the software computing environment within which the product operates.","nc","TextType","nc:TextType",,,
"mo","WFNUpdateText","mo:WFNUpdateText",1,0,"","","","A Common Platform Environment (CPE) well-formed name text component for a vendor-specific alphanumeric string characterizing the particular update, service pack, or point release of the product.","nc","TextType","nc:TextType",,,
"mo","WFNVendorText","mo:WFNVendorText",1,0,"","","","A Common Platform Environment (CPE) well-formed name text component for a vendor-specific alphanumeric string characterizing the particular update, service pack, or point release of the product.","nc","TextType","nc:TextType",,,
"mo","WFNVersionText","mo:WFNVersionText",1,0,"","","","A Common Platform Environment (CPE) well-formed name text component for a vendor-specific alphanumeric string characterizing the particular release version of the product.","nc","TextType","nc:TextType",,,
"mo","WGS84LocationCylinder","mo:WGS84LocationCylinder",1,0,"","","","A location identified by a cylinder oriented vertically and centered on a point described with WGS84 coordinates. If it is appropriate for the radius and half-height properties to represent an error value (for example, because the event is a laser-designated target), then the true event location follows a normal distribution such that the cylinder defines the one-sigma (p≈0.67)(almost equal to) deviation. (A cylinder with twice the volume would be the two-sigma (p≈0.95)(almost equal to) deviation, etc.) Otherwise the cylinder encloses the full physical extent of the event.","mo","WGS84LocationCylinderType","mo:WGS84LocationCylinderType","nc","LocationGeospatialCoordinateAbstract","nc:LocationGeospatialCoordinateAbstract"
